C/O enriched -- based on Grevesse & Sauval (1998) solar abundances
    form   version    Tables               X               Zbase           Zfrac_C           Zfrac_N           Zfrac_O          Zfrac_Ne     logRs       min       max     logTs       min       max
       2        38        30          0.700000          0.050000          0.084924          0.024876          0.580171          0.127160        37     -8.00      1.00       138      3.75      8.70

 13 tables with dXC > dXO
         Num        Y           dXC         dXO 
           1      0.2400      0.0100      0.0000
           2      0.2200      0.0300      0.0000
           3      0.1500      0.1000      0.0000
           4      0.0500      0.2000      0.0000
           5      0.0000      0.2500      0.0000
           6      0.2100      0.0300      0.0100
           7      0.1400      0.1000      0.0100
           8      0.0400      0.2000      0.0100
           9      0.0000      0.2400      0.0100
          10      0.1200      0.1000      0.0300
          11      0.0200      0.2000      0.0300
          12      0.0000      0.2200      0.0300
          13      0.0000      0.1500      0.1000

  4 tables with dXC == dXO
         Num        Y           dXC         dXO 
          14      0.2500      0.0000      0.0000
          15      0.2300      0.0100      0.0100
          16      0.1900      0.0300      0.0300
          17      0.0500      0.1000      0.1000

 13 tables with dXC < dXO
         Num        Y           dXC         dXO 
          18      0.2400      0.0000      0.0100
          19      0.2200      0.0000      0.0300
          20      0.1500      0.0000      0.1000
          21      0.0500      0.0000      0.2000
          22      0.0000      0.0000      0.2500
          23      0.2100      0.0100      0.0300
          24      0.1400      0.0100      0.1000
          25      0.0400      0.0100      0.2000
          26      0.0000      0.0100      0.2400
          27      0.1200      0.0300      0.1000
          28      0.0200      0.0300      0.2000
          29      0.0000      0.0300      0.2200
          30      0.0000      0.1000      0.1500

---------------------------------------------------------------------------

     Table                  X          Y        Zbase       dXC        dXO 
       1                  0.700      0.240      0.050      0.010      0.000

   logT                       logR = logRho - 3*logT + 18
          -8.000  -7.750  -7.500  -7.250  -7.000  -6.750  -6.500  -6.250  -6.000  -5.750  -5.500  -5.250  -5.000  -4.750  -4.500  -4.250  -4.000  -3.750  -3.500  -3.250  -3.000  -2.750  -2.500  -2.250  -2.000  -1.750  -1.500  -1.250  -1.000  -0.750  -0.500  -0.250   0.000   0.250   0.500   0.750   1.000

   3.750  -0.729  -0.796  -0.871  -0.955  -1.047  -1.143  -1.244  -1.348  -1.453  -1.558  -1.661  -1.761  -1.856  -1.943  -2.019  -2.078  -2.117  -2.131  -2.121  -2.083  -2.024  -1.947  -1.854  -1.746  -1.628  -1.509  -1.379  -1.226  -1.059  -0.885  -0.703  -0.510  -0.311  -0.105   0.097   0.280   0.450
   3.775  -0.637  -0.676  -0.725  -0.785  -0.855  -0.935  -1.022  -1.115  -1.211  -1.310  -1.408  -1.504  -1.595  -1.677  -1.748  -1.804  -1.842  -1.855  -1.845  -1.810  -1.755  -1.684  -1.598  -1.496  -1.385  -1.277  -1.159  -1.021  -0.873  -0.719  -0.558  -0.387  -0.207  -0.010   0.185   0.363   0.528
   3.800  -0.556  -0.569  -0.593  -0.626  -0.670  -0.725  -0.789  -0.861  -0.938  -1.020  -1.103  -1.186  -1.265  -1.336  -1.396  -1.445  -1.477  -1.487  -1.477  -1.444  -1.394  -1.331  -1.254  -1.160  -1.059  -0.962  -0.858  -0.737  -0.608  -0.476  -0.337  -0.190  -0.031   0.149   0.331   0.500   0.661
   3.825  -0.530  -0.532  -0.539  -0.551  -0.569  -0.593  -0.625  -0.664  -0.709  -0.762  -0.819  -0.879  -0.938  -0.992  -1.039  -1.077  -1.101  -1.106  -1.095  -1.066  -1.022  -0.965  -0.896  -0.812  -0.722  -0.634  -0.540  -0.431  -0.315  -0.196  -0.072   0.058   0.197   0.353   0.514   0.671   0.829
   3.850  -0.530  -0.527  -0.525  -0.522  -0.520  -0.518  -0.519  -0.525  -0.537  -0.557  -0.582  -0.612  -0.643  -0.673  -0.699  -0.719  -0.729  -0.726  -0.711  -0.684  -0.644  -0.592  -0.529  -0.456  -0.377  -0.297  -0.211  -0.113  -0.007   0.102   0.216   0.332   0.455   0.587   0.727   0.876   1.033
   3.875  -0.529  -0.524  -0.517  -0.508  -0.497  -0.484  -0.470  -0.456  -0.442  -0.431  -0.421  -0.413  -0.406  -0.398  -0.390  -0.381  -0.368  -0.350  -0.326  -0.296  -0.258  -0.210  -0.155  -0.092  -0.024   0.048   0.126   0.213   0.306   0.405   0.508   0.613   0.723   0.840   0.965   1.096   1.241
   3.900  -0.531  -0.526  -0.518  -0.508  -0.495  -0.477  -0.455  -0.428  -0.396  -0.358  -0.316  -0.270  -0.222  -0.175  -0.128  -0.083  -0.041  -0.001   0.038   0.077   0.119   0.165   0.216   0.271   0.330   0.394   0.464   0.541   0.623   0.711   0.805   0.901   1.001   1.106   1.218   1.337   1.464
   3.925  -0.532  -0.528  -0.521  -0.512  -0.499  -0.481  -0.456  -0.422  -0.379  -0.324  -0.259  -0.185  -0.104  -0.019   0.067   0.150   0.228   0.298   0.362   0.418   0.471   0.523   0.574   0.626   0.679   0.737   0.800   0.867   0.940   1.019   1.103   1.190   1.281   1.377   1.479   1.583   1.697
   3.950  -0.531  -0.528  -0.524  -0.517  -0.507  -0.490  -0.465  -0.430  -0.381  -0.317  -0.237  -0.142  -0.034   0.083   0.204   0.325   0.440   0.544   0.638   0.719   0.789   0.852   0.909   0.963   1.015   1.069   1.126   1.187   1.252   1.322   1.398   1.476   1.560   1.648   1.741   1.839   1.942
   3.975  -0.524  -0.523  -0.520  -0.515  -0.507  -0.493  -0.470  -0.437  -0.388  -0.322  -0.237  -0.131  -0.007   0.132   0.281   0.433   0.583   0.723   0.850   0.961   1.058   1.139   1.210   1.272   1.329   1.384   1.438   1.495   1.554   1.617   1.684   1.755   1.831   1.911   1.996   2.085   2.179
