C/O enriched -- based on Grevesse & Sauval (1998) solar abundances
    form   version    Tables               X               Zbase           Zfrac_C           Zfrac_N           Zfrac_O          Zfrac_Ne     logRs       min       max     logTs       min       max
       2        38        58          0.000000          0.001000          0.171835          0.050335          0.467356          0.104831        37     -8.00      1.00       138      3.75      8.70

 26 tables with dXC > dXO
         Num        Y           dXC         dXO 
           1      0.9890      0.0100      0.0000
           2      0.9690      0.0300      0.0000
           3      0.8990      0.1000      0.0000
           4      0.7990      0.2000      0.0000
           5      0.5990      0.4000      0.0000
           6      0.3990      0.6000      0.0000
           7      0.0000      0.9990      0.0000
           8      0.9590      0.0300      0.0100
           9      0.8890      0.1000      0.0100
          10      0.7890      0.2000      0.0100
          11      0.5890      0.4000      0.0100
          12      0.3890      0.6000      0.0100
          13      0.0000      0.9890      0.0100
          14      0.8690      0.1000      0.0300
          15      0.7690      0.2000      0.0300
          16      0.5690      0.4000      0.0300
          17      0.3690      0.6000      0.0300
          18      0.0000      0.9690      0.0300
          19      0.6990      0.2000      0.1000
          20      0.4990      0.4000      0.1000
          21      0.2990      0.6000      0.1000
          22      0.0000      0.8990      0.1000
          23      0.3990      0.4000      0.2000
          24      0.1990      0.6000      0.2000
          25      0.0000      0.7990      0.2000
          26      0.0000      0.5990      0.4000

  6 tables with dXC == dXO
         Num        Y           dXC         dXO 
          27      0.9990      0.0000      0.0000
          28      0.9790      0.0100      0.0100
          29      0.9390      0.0300      0.0300
          30      0.7990      0.1000      0.1000
          31      0.5990      0.2000      0.2000
          32      0.1990      0.4000      0.4000

 26 tables with dXC < dXO
         Num        Y           dXC         dXO 
          33      0.9890      0.0000      0.0100
          34      0.9690      0.0000      0.0300
          35      0.8990      0.0000      0.1000
          36      0.7990      0.0000      0.2000
          37      0.5990      0.0000      0.4000
          38      0.3990      0.0000      0.6000
          39      0.0000      0.0000      0.9990
          40      0.9590      0.0100      0.0300
          41      0.8890      0.0100      0.1000
          42      0.7890      0.0100      0.2000
          43      0.5890      0.0100      0.4000
          44      0.3890      0.0100      0.6000
          45      0.0000      0.0100      0.9890
          46      0.8690      0.0300      0.1000
          47      0.7690      0.0300      0.2000
          48      0.5690      0.0300      0.4000
          49      0.3690      0.0300      0.6000
          50      0.0000      0.0300      0.9690
          51      0.6990      0.1000      0.2000
          52      0.4990      0.1000      0.4000
          53      0.2990      0.1000      0.6000
          54      0.0000      0.1000      0.8990
          55      0.3990      0.2000      0.4000
          56      0.1990      0.2000      0.6000
          57      0.0000      0.2000      0.7990
          58      0.0000      0.4000      0.5990

---------------------------------------------------------------------------

     Table                  X          Y        Zbase       dXC        dXO 
       1                  0.000      0.989      0.001      0.010      0.000

   logT                       logR = logRho - 3*logT + 18
          -8.000  -7.750  -7.500  -7.250  -7.000  -6.750  -6.500  -6.250  -6.000  -5.750  -5.500  -5.250  -5.000  -4.750  -4.500  -4.250  -4.000  -3.750  -3.500  -3.250  -3.000  -2.750  -2.500  -2.250  -2.000  -1.750  -1.500  -1.250  -1.000  -0.750  -0.500  -0.250   0.000   0.250   0.500   0.750   1.000

   3.750  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.407  -3.410  -3.412  -3.416  -3.423  -3.432  -3.445  -3.460  -3.475  -3.489  -3.499  -3.503  -3.499  -3.485  -3.457  -3.421  -3.388  -3.340  -3.259  -3.160  -3.055  -2.941  -2.817  -2.684
   3.775  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.394  -3.394  -3.394  -3.392  -3.392  -3.390  -3.386  -3.379  -3.367  -3.350  -3.329  -3.304  -3.278  -3.246  -3.206  -3.163  -3.129  -3.085  -3.007  -2.914  -2.815  -2.708  -2.594  -2.471
   3.800  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.377  -3.375  -3.372  -3.366  -3.359  -3.347  -3.328  -3.301  -3.263  -3.217  -3.162  -3.103  -3.044  -2.984  -2.921  -2.861  -2.816  -2.766  -2.693  -2.607  -2.512  -2.409  -2.303  -2.192
   3.825  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.364  -3.358  -3.353  -3.346  -3.335  -3.319  -3.296  -3.262  -3.212  -3.148  -3.067  -2.975  -2.877  -2.778  -2.684  -2.596  -2.521  -2.452  -2.389  -2.318  -2.218  -2.110  -2.013  -1.912
   3.850  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.348  -3.340  -3.335  -3.328  -3.316  -3.299  -3.276  -3.240  -3.186  -3.113  -3.013  -2.896  -2.764  -2.629  -2.501  -2.381  -2.271  -2.175  -2.112  -2.047  -1.941  -1.826  -1.725  -1.630
   3.875  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.338  -3.335  -3.328  -3.318  -3.305  -3.285  -3.257  -3.217  -3.161  -3.083  -2.978  -2.851  -2.704  -2.546  -2.389  -2.236  -2.093  -1.967  -1.876  -1.790  -1.681  -1.569  -1.468  -1.371
   3.900  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -2.991  -3.025  -3.245  -3.274  -3.290  -3.296  -3.296  -3.290  -3.280  -3.263  -3.235  -3.194  -3.137  -3.059  -2.954  -2.825  -2.670  -2.500  -2.320  -2.140  -1.969  -1.813  -1.684  -1.567  -1.453  -1.342  -1.233  -1.127
   3.925  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -2.826  -2.906  -3.029  -3.089  -3.140  -3.181  -3.210  -3.229  -3.239  -3.236  -3.217  -3.180  -3.123  -3.042  -2.934  -2.802  -2.645  -2.469  -2.280  -2.086  -1.896  -1.714  -1.547  -1.397  -1.271  -1.154  -1.028  -0.905
   3.950  30.000  30.000  -1.863  -1.918  -1.992  -2.103  -2.218  -2.329  -2.438  -2.545  -2.648  -2.744  -2.834  -2.919  -2.995  -3.057  -3.105  -3.138  -3.154  -3.151  -3.126  -3.075  -2.999  -2.896  -2.767  -2.613  -2.440  -2.251  -2.052  -1.850  -1.649  -1.452  -1.271  -1.127  -0.994  -0.850  -0.703
   3.975  30.000  30.000  -1.461  -1.554  -1.649  -2.165  -1.878  -1.938  -2.099  -2.210  -2.320  -2.424  -2.525  -2.622  -2.713  -2.794  -2.863  -2.918  -2.958  -2.983  -2.985  -2.960  -2.908  -2.826  -2.715  -2.573  -2.407  -2.224  -2.026  -1.820  -1.610  -1.398  -1.197  -1.021  -0.856  -0.694  -0.534
