C/O enriched -- based on Grevesse & Noels (1993) solar abundances
    form   version    Tables               X               Zbase           Zfrac_C           Zfrac_N           Zfrac_O          Zfrac_Ne     logRs       min       max     logTs       min       max
       2        38        58          0.100000          0.004000          0.173285          0.053152          0.482273          0.098668        37     -8.00      1.00       138      3.75      8.70

 26 tables with dXC > dXO
         Num        Y           dXC         dXO 
           1      0.8860      0.0100      0.0000
           2      0.8660      0.0300      0.0000
           3      0.7960      0.1000      0.0000
           4      0.6960      0.2000      0.0000
           5      0.4960      0.4000      0.0000
           6      0.2960      0.6000      0.0000
           7      0.0000      0.8960      0.0000
           8      0.8560      0.0300      0.0100
           9      0.7860      0.1000      0.0100
          10      0.6860      0.2000      0.0100
          11      0.4860      0.4000      0.0100
          12      0.2860      0.6000      0.0100
          13      0.0000      0.8860      0.0100
          14      0.7660      0.1000      0.0300
          15      0.6660      0.2000      0.0300
          16      0.4660      0.4000      0.0300
          17      0.2660      0.6000      0.0300
          18      0.0000      0.8660      0.0300
          19      0.5960      0.2000      0.1000
          20      0.3960      0.4000      0.1000
          21      0.1960      0.6000      0.1000
          22      0.0000      0.7960      0.1000
          23      0.2960      0.4000      0.2000
          24      0.0960      0.6000      0.2000
          25      0.0000      0.6960      0.2000
          26      0.0000      0.4960      0.4000

  6 tables with dXC == dXO
         Num        Y           dXC         dXO 
          27      0.8960      0.0000      0.0000
          28      0.8760      0.0100      0.0100
          29      0.8360      0.0300      0.0300
          30      0.6960      0.1000      0.1000
          31      0.4960      0.2000      0.2000
          32      0.0960      0.4000      0.4000

 26 tables with dXC < dXO
         Num        Y           dXC         dXO 
          33      0.8860      0.0000      0.0100
          34      0.8660      0.0000      0.0300
          35      0.7960      0.0000      0.1000
          36      0.6960      0.0000      0.2000
          37      0.4960      0.0000      0.4000
          38      0.2960      0.0000      0.6000
          39      0.0000      0.0000      0.8960
          40      0.8560      0.0100      0.0300
          41      0.7860      0.0100      0.1000
          42      0.6860      0.0100      0.2000
          43      0.4860      0.0100      0.4000
          44      0.2860      0.0100      0.6000
          45      0.0000      0.0100      0.8860
          46      0.7660      0.0300      0.1000
          47      0.6660      0.0300      0.2000
          48      0.4660      0.0300      0.4000
          49      0.2660      0.0300      0.6000
          50      0.0000      0.0300      0.8660
          51      0.5960      0.1000      0.2000
          52      0.3960      0.1000      0.4000
          53      0.1960      0.1000      0.6000
          54      0.0000      0.1000      0.7960
          55      0.2960      0.2000      0.4000
          56      0.0960      0.2000      0.6000
          57      0.0000      0.2000      0.6960
          58      0.0000      0.4000      0.4960

---------------------------------------------------------------------------

     Table                  X          Y        Zbase       dXC        dXO 
       1                  0.100      0.886      0.004      0.010      0.000

   logT                       logR = logRho - 3*logT + 18
          -8.000  -7.750  -7.500  -7.250  -7.000  -6.750  -6.500  -6.250  -6.000  -5.750  -5.500  -5.250  -5.000  -4.750  -4.500  -4.250  -4.000  -3.750  -3.500  -3.250  -3.000  -2.750  -2.500  -2.250  -2.000  -1.750  -1.500  -1.250  -1.000  -0.750  -0.500  -0.250   0.000   0.250   0.500   0.750   1.000

   3.750  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -2.249  -2.346  -2.446  -2.541  -2.631  -2.712  -2.781  -2.834  -2.868  -2.881  -2.868  -2.833  -2.776  -2.702  -2.612  -2.513  -2.412  -2.304  -2.186  -2.060  -1.921  -1.775  -1.626  -1.471  -1.305  -1.129
   3.775  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -2.016  -2.106  -2.201  -2.294  -2.382  -2.461  -2.528  -2.580  -2.614  -2.627  -2.614  -2.579  -2.525  -2.453  -2.367  -2.272  -2.173  -2.069  -1.958  -1.838  -1.708  -1.571  -1.435  -1.292  -1.140  -0.979
   3.800  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -1.754  -1.827  -1.908  -1.989  -2.067  -2.137  -2.196  -2.242  -2.272  -2.283  -2.269  -2.236  -2.185  -2.118  -2.038  -1.948  -1.855  -1.756  -1.653  -1.543  -1.423  -1.297  -1.173  -1.044  -0.907  -0.763
   3.825  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -1.538  -1.582  -1.637  -1.694  -1.752  -1.806  -1.852  -1.888  -1.912  -1.919  -1.906  -1.876  -1.830  -1.770  -1.697  -1.615  -1.528  -1.437  -1.342  -1.241  -1.129  -1.011  -0.896  -0.777  -0.655  -0.524
   3.850  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -1.377  -1.390  -1.413  -1.440  -1.470  -1.499  -1.524  -1.543  -1.553  -1.552  -1.536  -1.507  -1.465  -1.412  -1.347  -1.273  -1.194  -1.111  -1.025  -0.933  -0.829  -0.719  -0.610  -0.499  -0.383  -0.262
   3.875  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -1.291  -1.278  -1.267  -1.258  -1.250  -1.241  -1.232  -1.221  -1.207  -1.188  -1.163  -1.131  -1.090  -1.042  -0.984  -0.919  -0.851  -0.777  -0.699  -0.615  -0.522  -0.423  -0.322  -0.218  -0.113  -0.003
   3.900  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -1.364  -1.368  -1.253  -1.217  -1.176  -1.131  -1.084  -1.035  -0.986  -0.939  -0.895  -0.851  -0.810  -0.768  -0.724  -0.676  -0.623  -0.565  -0.505  -0.440  -0.370  -0.294  -0.212  -0.125  -0.031   0.066   0.163   0.262
   3.925  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -1.336  -1.309  -1.244  -1.193  -1.130  -1.059  -0.979  -0.895  -0.808  -0.722  -0.641  -0.566  -0.498  -0.437  -0.380  -0.326  -0.272  -0.218  -0.162  -0.104  -0.041   0.027   0.099   0.176   0.260   0.348   0.436   0.526
   3.950  30.000  30.000  -1.185  -1.197  -1.206  -1.341  -1.349  -1.349  -1.341  -1.323  -1.293  -1.249  -1.190  -1.115  -1.026  -0.921  -0.807  -0.686  -0.563  -0.444  -0.333  -0.234  -0.147  -0.071  -0.005   0.056   0.113   0.168   0.223   0.280   0.341   0.406   0.475   0.549   0.628   0.709   0.793
   3.975  30.000  30.000  -1.159  -1.193  -1.219  -1.274  -1.294  -1.307  -1.312  -1.306  -1.287  -1.250  -1.196  -1.120  -1.023  -0.905  -0.771  -0.623  -0.469  -0.316  -0.169  -0.036   0.084   0.187   0.275   0.351   0.417   0.477   0.533   0.589   0.646   0.705   0.767   0.833   0.903   0.975   1.052
   4.000  -1.007  -1.043  -1.079  -1.115  -1.151  -1.185  -1.215  -1.240  -1.258  -1.266  -1.259  -1.235  -1.191  -1.121  -1.027  -0.905  -0.761  -0.597  -0.421  -0.239  -0.061   0.106   0.258   0.391   0.507   0.603   0.685   0.756   0.818   0.877   0.933   0.989   1.047   1.107   1.170   1.236   1.307
   4.025  -0.926  -0.952  -0.981  -1.013  -1.046  -1.080  -1.113  -1.144  -1.169  -1.186  -1.191  -1.180  -1.149  -1.093  -1.011  -0.898  -0.759  -0.592  -0.408  -0.211  -0.011   0.183   0.366   0.530   0.676   0.799   0.904   0.992   1.068   1.134   1.195   1.253   1.309   1.366   1.424   1.485   1.550
   4.050  -0.870  -0.884  -0.902  -0.925  -0.951  -0.980  -1.009  -1.039  -1.066  -1.087  -1.099  -1.098  -1.080  -1.038  -0.971  -0.872  -0.745  -0.587  -0.405  -0.204   0.007   0.220   0.426   0.617   0.792   0.943   1.074   1.185   1.279   1.359   1.428   1.491   1.550   1.606   1.663   1.722   1.784
   4.075  -0.857  -0.859  -0.865  -0.875  -0.888  -0.905  -0.924  -0.944  -0.964  -0.981  -0.990  -0.989  -0.974  -0.940  -0.883  -0.800  -0.689  -0.549  -0.383  -0.194   0.012   0.227   0.444   0.654   0.851   1.030   1.189   1.326   1.443   1.542   1.625   1.698   1.763   1.823   1.881   1.940   2.000
   4.100  -0.861  -0.854  -0.850  -0.848  -0.849  -0.853  -0.860  -0.868  -0.877  -0.883  -0.884  -0.877  -0.859  -0.825  -0.773  -0.701  -0.605  -0.484  -0.338  -0.167   0.024   0.231   0.447   0.665   0.878   1.079   1.263   1.426   1.568   1.688   1.789   1.876   1.951   2.017   2.079   2.142   2.203
   4.125  -0.861  -0.854  -0.848  -0.843  -0.838  -0.835  -0.832  -0.830  -0.826  -0.819  -0.806  -0.785  -0.754  -0.709  -0.651  -0.577  -0.486  -0.376  -0.248  -0.098   0.071   0.259   0.461   0.673   0.887   1.099   1.300   1.486   1.652   1.795   1.919   2.022   2.111   2.188   2.257   2.325   2.388
   4.150  -0.861  -0.857  -0.852  -0.847  -0.840  -0.833  -0.824  -0.813  -0.798  -0.779  -0.752  -0.715  -0.668  -0.608  -0.536  -0.453  -0.359  -0.254  -0.135  -0.002   0.146   0.313   0.494   0.692   0.898   1.111   1.321   1.522   1.709   1.874   2.019   2.142   2.247   2.337   2.416   2.490   2.557
