C/O enriched -- based on Grevesse & Sauval (1998) solar abundances
    form   version    Tables               X               Zbase           Zfrac_C           Zfrac_N           Zfrac_O          Zfrac_Ne     logRs       min       max     logTs       min       max
       2        38        30          0.700000          0.010000          0.084924          0.024876          0.580171          0.127160        37     -8.00      1.00       138      3.75      8.70

 13 tables with dXC > dXO
         Num        Y           dXC         dXO 
           1      0.2800      0.0100      0.0000
           2      0.2600      0.0300      0.0000
           3      0.1900      0.1000      0.0000
           4      0.0900      0.2000      0.0000
           5      0.0000      0.2900      0.0000
           6      0.2500      0.0300      0.0100
           7      0.1800      0.1000      0.0100
           8      0.0800      0.2000      0.0100
           9      0.0000      0.2800      0.0100
          10      0.1600      0.1000      0.0300
          11      0.0600      0.2000      0.0300
          12      0.0000      0.2600      0.0300
          13      0.0000      0.1900      0.1000

  4 tables with dXC == dXO
         Num        Y           dXC         dXO 
          14      0.2900      0.0000      0.0000
          15      0.2700      0.0100      0.0100
          16      0.2300      0.0300      0.0300
          17      0.0900      0.1000      0.1000

 13 tables with dXC < dXO
         Num        Y           dXC         dXO 
          18      0.2800      0.0000      0.0100
          19      0.2600      0.0000      0.0300
          20      0.1900      0.0000      0.1000
          21      0.0900      0.0000      0.2000
          22      0.0000      0.0000      0.2900
          23      0.2500      0.0100      0.0300
          24      0.1800      0.0100      0.1000
          25      0.0800      0.0100      0.2000
          26      0.0000      0.0100      0.2800
          27      0.1600      0.0300      0.1000
          28      0.0600      0.0300      0.2000
          29      0.0000      0.0300      0.2600
          30      0.0000      0.1000      0.1900

---------------------------------------------------------------------------

     Table                  X          Y        Zbase       dXC        dXO 
       1                  0.700      0.280      0.010      0.010      0.000

   logT                       logR = logRho - 3*logT + 18
          -8.000  -7.750  -7.500  -7.250  -7.000  -6.750  -6.500  -6.250  -6.000  -5.750  -5.500  -5.250  -5.000  -4.750  -4.500  -4.250  -4.000  -3.750  -3.500  -3.250  -3.000  -2.750  -2.500  -2.250  -2.000  -1.750  -1.500  -1.250  -1.000  -0.750  -0.500  -0.250   0.000   0.250   0.500   0.750   1.000

   3.750  -0.737  -0.804  -0.879  -0.963  -1.055  -1.153  -1.255  -1.359  -1.465  -1.571  -1.675  -1.777  -1.873  -1.963  -2.042  -2.104  -2.147  -2.166  -2.162  -2.131  -2.079  -2.010  -1.926  -1.831  -1.728  -1.623  -1.514  -1.396  -1.273  -1.142  -1.006  -0.866  -0.719  -0.563  -0.399  -0.229  -0.052
   3.775  -0.646  -0.685  -0.734  -0.794  -0.864  -0.945  -1.032  -1.126  -1.222  -1.321  -1.420  -1.517  -1.610  -1.695  -1.768  -1.826  -1.867  -1.884  -1.879  -1.849  -1.799  -1.735  -1.656  -1.564  -1.463  -1.363  -1.258  -1.146  -1.028  -0.905  -0.778  -0.649  -0.514  -0.370  -0.220  -0.065   0.096
   3.800  -0.566  -0.579  -0.603  -0.636  -0.680  -0.736  -0.800  -0.872  -0.949  -1.031  -1.114  -1.198  -1.278  -1.351  -1.413  -1.463  -1.497  -1.510  -1.504  -1.475  -1.429  -1.370  -1.298  -1.211  -1.116  -1.023  -0.925  -0.819  -0.708  -0.595  -0.478  -0.360  -0.237  -0.107   0.028   0.167   0.311
   3.825  -0.541  -0.543  -0.550  -0.562  -0.580  -0.605  -0.637  -0.676  -0.721  -0.773  -0.831  -0.891  -0.951  -1.006  -1.054  -1.093  -1.118  -1.127  -1.119  -1.093  -1.052  -0.998  -0.932  -0.854  -0.768  -0.683  -0.592  -0.493  -0.389  -0.283  -0.173  -0.063   0.052   0.172   0.296   0.420   0.551
   3.850  -0.541  -0.539  -0.537  -0.535  -0.533  -0.532  -0.533  -0.539  -0.550  -0.570  -0.595  -0.625  -0.656  -0.686  -0.713  -0.734  -0.746  -0.745  -0.733  -0.708  -0.671  -0.622  -0.562  -0.493  -0.418  -0.341  -0.258  -0.167  -0.071   0.029   0.132   0.236   0.344   0.456   0.572   0.692   0.817
   3.875  -0.540  -0.535  -0.529  -0.522  -0.512  -0.500  -0.486  -0.472  -0.458  -0.447  -0.437  -0.428  -0.420  -0.413  -0.405  -0.397  -0.385  -0.369  -0.347  -0.318  -0.283  -0.237  -0.185  -0.126  -0.060   0.008   0.082   0.163   0.249   0.340   0.435   0.531   0.631   0.734   0.842   0.953   1.069
   3.900  -0.541  -0.537  -0.531  -0.522  -0.511  -0.495  -0.474  -0.447  -0.415  -0.377  -0.335  -0.288  -0.240  -0.192  -0.144  -0.100  -0.059  -0.020   0.017   0.055   0.095   0.139   0.187   0.239   0.295   0.356   0.422   0.493   0.569   0.650   0.735   0.823   0.915   1.010   1.109   1.212   1.320
   3.925  -0.541  -0.539  -0.534  -0.527  -0.516  -0.500  -0.476  -0.443  -0.401  -0.346  -0.282  -0.207  -0.125  -0.039   0.047   0.130   0.209   0.278   0.341   0.397   0.448   0.497   0.545   0.595   0.646   0.700   0.758   0.820   0.887   0.958   1.034   1.113   1.196   1.283   1.374   1.469   1.569
   3.950  -0.539  -0.539  -0.536  -0.532  -0.523  -0.509  -0.486  -0.452  -0.405  -0.342  -0.264  -0.168  -0.060   0.058   0.180   0.301   0.417   0.521   0.615   0.695   0.765   0.825   0.880   0.931   0.980   1.031   1.084   1.139   1.197   1.260   1.327   1.397   1.471   1.551   1.634   1.723   1.816
   3.975  -0.532  -0.532  -0.531  -0.529  -0.523  -0.512  -0.491  -0.460  -0.414  -0.350  -0.267  -0.162  -0.039   0.101   0.250   0.403   0.554   0.694   0.822   0.933   1.029   1.109   1.178   1.238   1.292   1.343   1.393   1.444   1.496   1.552   1.610   1.673   1.739   1.811   1.887   1.968   2.054
   4.000  -0.522  -0.523  -0.523  -0.522  -0.519  -0.510  -0.494  -0.467  -0.425  -0.364  -0.282  -0.174  -0.044   0.109   0.277   0.455   0.635   0.808   0.969   1.113   1.239   1.344   1.433   1.507   1.571   1.628   1.679   1.729   1.778   1.829   1.882   1.938   1.998   2.062   2.131   2.206   2.286
   4.025  -0.512  -0.513  -0.513  -0.513  -0.511  -0.504  -0.490  -0.467  -0.429  -0.372  -0.293  -0.188  -0.058   0.098   0.274   0.465   0.664   0.861   1.051   1.225   1.381   1.516   1.631   1.726   1.807   1.875   1.934   1.987   2.037   2.087   2.137   2.189   2.244   2.303   2.366   2.434   2.508
   4.050  -0.501  -0.502  -0.502  -0.502  -0.501  -0.495  -0.483  -0.463  -0.428  -0.376  -0.303  -0.203  -0.078   0.076   0.252   0.449   0.658   0.872   1.083   1.283   1.469   1.633   1.777   1.897   1.999   2.084   2.155   2.216   2.271   2.323   2.373   2.424   2.476   2.531   2.590   2.653   2.721
   4.075  -0.493  -0.492  -0.491  -0.491  -0.489  -0.484  -0.473  -0.455  -0.423  -0.375  -0.306  -0.212  -0.092   0.056   0.228   0.423   0.634   0.855   1.078   1.297   1.505   1.695   1.867   2.015   2.143   2.248   2.337   2.412   2.476   2.534   2.587   2.640   2.692   2.745   2.801   2.862   2.925
   4.100  -0.487  -0.485  -0.482  -0.481  -0.478  -0.473  -0.463  -0.445  -0.416  -0.371  -0.306  -0.218  -0.105   0.036   0.202   0.391   0.598   0.820   1.049   1.279   1.504   1.717   1.914   2.090   2.244   2.374   2.484   2.575   2.653   2.720   2.781   2.837   2.892   2.946   3.001   3.060   3.121
