C/O enriched -- based on Grevesse & Noels (1993) solar abundances
    form   version    Tables               X               Zbase           Zfrac_C           Zfrac_N           Zfrac_O          Zfrac_Ne     logRs       min       max     logTs       min       max
       2        38        58          0.000000          0.004000          0.173285          0.053152          0.482273          0.098668        37     -8.00      1.00       138      3.75      8.70

 26 tables with dXC > dXO
         Num        Y           dXC         dXO 
           1      0.9860      0.0100      0.0000
           2      0.9660      0.0300      0.0000
           3      0.8960      0.1000      0.0000
           4      0.7960      0.2000      0.0000
           5      0.5960      0.4000      0.0000
           6      0.3960      0.6000      0.0000
           7      0.0000      0.9960      0.0000
           8      0.9560      0.0300      0.0100
           9      0.8860      0.1000      0.0100
          10      0.7860      0.2000      0.0100
          11      0.5860      0.4000      0.0100
          12      0.3860      0.6000      0.0100
          13      0.0000      0.9860      0.0100
          14      0.8660      0.1000      0.0300
          15      0.7660      0.2000      0.0300
          16      0.5660      0.4000      0.0300
          17      0.3660      0.6000      0.0300
          18      0.0000      0.9660      0.0300
          19      0.6960      0.2000      0.1000
          20      0.4960      0.4000      0.1000
          21      0.2960      0.6000      0.1000
          22      0.0000      0.8960      0.1000
          23      0.3960      0.4000      0.2000
          24      0.1960      0.6000      0.2000
          25      0.0000      0.7960      0.2000
          26      0.0000      0.5960      0.4000

  6 tables with dXC == dXO
         Num        Y           dXC         dXO 
          27      0.9960      0.0000      0.0000
          28      0.9760      0.0100      0.0100
          29      0.9360      0.0300      0.0300
          30      0.7960      0.1000      0.1000
          31      0.5960      0.2000      0.2000
          32      0.1960      0.4000      0.4000

 26 tables with dXC < dXO
         Num        Y           dXC         dXO 
          33      0.9860      0.0000      0.0100
          34      0.9660      0.0000      0.0300
          35      0.8960      0.0000      0.1000
          36      0.7960      0.0000      0.2000
          37      0.5960      0.0000      0.4000
          38      0.3960      0.0000      0.6000
          39      0.0000      0.0000      0.9960
          40      0.9560      0.0100      0.0300
          41      0.8860      0.0100      0.1000
          42      0.7860      0.0100      0.2000
          43      0.5860      0.0100      0.4000
          44      0.3860      0.0100      0.6000
          45      0.0000      0.0100      0.9860
          46      0.8660      0.0300      0.1000
          47      0.7660      0.0300      0.2000
          48      0.5660      0.0300      0.4000
          49      0.3660      0.0300      0.6000
          50      0.0000      0.0300      0.9660
          51      0.6960      0.1000      0.2000
          52      0.4960      0.1000      0.4000
          53      0.2960      0.1000      0.6000
          54      0.0000      0.1000      0.8960
          55      0.3960      0.2000      0.4000
          56      0.1960      0.2000      0.6000
          57      0.0000      0.2000      0.7960
          58      0.0000      0.4000      0.5960

---------------------------------------------------------------------------

     Table                  X          Y        Zbase       dXC        dXO 
       1                  0.000      0.986      0.004      0.010      0.000

   logT                       logR = logRho - 3*logT + 18
          -8.000  -7.750  -7.500  -7.250  -7.000  -6.750  -6.500  -6.250  -6.000  -5.750  -5.500  -5.250  -5.000  -4.750  -4.500  -4.250  -4.000  -3.750  -3.500  -3.250  -3.000  -2.750  -2.500  -2.250  -2.000  -1.750  -1.500  -1.250  -1.000  -0.750  -0.500  -0.250   0.000   0.250   0.500   0.750   1.000

   3.750  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.343  -3.348  -3.352  -3.356  -3.360  -3.365  -3.372  -3.381  -3.393  -3.405  -3.416  -3.424  -3.427  -3.423  -3.409  -3.383  -3.340  -3.287  -3.238  -3.168  -3.053  -2.915  -2.775  -2.621  -2.449  -2.259
   3.775  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.321  -3.323  -3.326  -3.328  -3.331  -3.333  -3.335  -3.334  -3.330  -3.320  -3.304  -3.282  -3.255  -3.223  -3.189  -3.148  -3.095  -3.038  -2.997  -2.939  -2.832  -2.705  -2.580  -2.444  -2.290  -2.121
   3.800  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.297  -3.296  -3.297  -3.297  -3.297  -3.295  -3.291  -3.282  -3.263  -3.234  -3.193  -3.142  -3.082  -3.017  -2.953  -2.886  -2.813  -2.744  -2.696  -2.640  -2.545  -2.434  -2.320  -2.197  -2.062  -1.916
   3.825  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.284  -3.279  -3.276  -3.273  -3.269  -3.264  -3.255  -3.240  -3.218  -3.183  -3.131  -3.064  -2.978  -2.880  -2.778  -2.675  -2.574  -2.479  -2.402  -2.328  -2.252  -2.166  -2.051  -1.925  -1.810  -1.683
   3.850  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.266  -3.261  -3.256  -3.251  -3.245  -3.237  -3.225  -3.207  -3.184  -3.148  -3.093  -3.017  -2.912  -2.790  -2.655  -2.516  -2.384  -2.260  -2.145  -2.044  -1.977  -1.906  -1.785  -1.653  -1.535  -1.422
   3.875  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -3.246  -3.252  -3.249  -3.243  -3.234  -3.222  -3.207  -3.185  -3.155  -3.112  -3.052  -2.971  -2.862  -2.731  -2.580  -2.421  -2.261  -2.107  -1.961  -1.832  -1.743  -1.656  -1.532  -1.401  -1.289  -1.179
   3.900  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -2.920  -2.943  -3.177  -3.197  -3.206  -3.207  -3.203  -3.194  -3.181  -3.160  -3.126  -3.078  -3.014  -2.931  -2.821  -2.689  -2.531  -2.359  -2.178  -1.998  -1.826  -1.670  -1.546  -1.431  -1.303  -1.175  -1.054  -0.938
   3.925  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  30.000  -2.790  -2.863  -2.980  -3.033  -3.076  -3.110  -3.133  -3.144  -3.146  -3.135  -3.106  -3.059  -2.991  -2.901  -2.786  -2.647  -2.485  -2.307  -2.118  -1.925  -1.736  -1.556  -1.392  -1.243  -1.115  -0.991  -0.853  -0.716
   3.950  30.000  30.000  -1.854  -1.910  -1.985  -2.093  -2.206  -2.315  -2.420  -2.524  -2.623  -2.714  -2.798  -2.876  -2.944  -2.997  -3.035  -3.057  -3.061  -3.046  -3.009  -2.944  -2.854  -2.739  -2.600  -2.438  -2.260  -2.070  -1.873  -1.673  -1.475  -1.277  -1.096  -0.961  -0.832  -0.677  -0.508
   3.975  30.000  30.000  -1.454  -1.547  -1.641  -2.155  -1.867  -1.926  -2.084  -2.193  -2.300  -2.401  -2.497  -2.588  -2.672  -2.746  -2.808  -2.854  -2.883  -2.897  -2.888  -2.849  -2.781  -2.682  -2.556  -2.401  -2.226  -2.037  -1.837  -1.630  -1.421  -1.211  -1.012  -0.844  -0.684  -0.515  -0.337
